stamp,postal agency,date,department,starred hour,collection,stamp type,quality,manual,year,month,day,img_name,dep_name,town_name
FI-0970-0313_cls1_0,JONCHERY S/ VESLE,1917-02-03TXX:XX,MARNE,True,,date stamp,mediocre,True,1917.0,2.0,3.0,FI-0970-0313,Marne,Jonchery-sur-Vesle
FI-0970-0315_cls1_0,,1909-07-26T21:XX,JURA,False,,date stamp,mediocre,True,1909.0,7.0,26.0,FI-0970-0315,,
FI-0970-0823_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0823,,
FI-0970-0828_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0828,,
FI-0970-0316_cls1_0,LYON-SAINT,1929-XX-12TXX:XX,RHONE,True,,date stamp,mediocre,True,1929.0,,12.0,FI-0970-0316,,
FI-0970-0828_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0828,,
FI-0970-0828_cls1_2,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,True,,,,FI-0970-0828,,
FI-0970-0832_cls1_0,,192X-05-XXT11:25,MTHE ET MLLE,False,,date stamp,mediocre,False,,5.0,,FI-0970-0832,,
FI-0970-0837_cls1_0,,XXXX-08-16T11:XX,,False,,date stamp,mediocre,True,,8.0,16.0,FI-0970-0837,,
FI-0970-0325_cls1_0,REIMS-PRINCIPAL,1933-05-17TXX:XX,MARNE,True,,date stamp,good,True,1933.0,5.0,17.0,FI-0970-0325,Marne,Reims
FI-0970-0842_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0842,,
FI-0970-0843_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0843,,
FI-0970-0855_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0855,,
FI-0970-0473_cls1_0,,XXXX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,False,,,,FI-0970-0473,,
FI-0970-0474_cls1_0,REIMS-PORTE,1911-06-10T15:45,MARNE,False,,date stamp,poor,False,1911.0,6.0,10.0,FI-0970-0474,Marne,Reims
FI-0970-0870_cls1_0,,1908-04-20T14:5X,,False,,date stamp,poor,False,1908.0,4.0,20.0,FI-0970-0870,,
FI-0970-0873_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0873,,
FI-0970-0475_cls1_0,GARE D'EPERNAY,190X-08-29TXX:XX,MARNE,True,,date stamp,mediocre,False,,8.0,29.0,FI-0970-0475,Marne,Épernay
FI-0970-0873_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0873,,
FI-0970-0489_cls1_0,EPERNAY,190X-10-24T22:30,MARNE,False,,date stamp,mediocre,True,,10.0,24.0,FI-0970-0489,Marne,Épernay
FI-0970-0873_cls1_2,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-0873,,
FI-0970-0490_cls1_0,GARE D'EPERNAY,1912-08-01T23:35,MARNE,False,,date stamp,mediocre,False,1912.0,8.0,1.0,FI-0970-0490,Marne,Épernay
FI-0970-0874_cls1_0,,1905-XX-XXTXX:50,,False,,date stamp,poor,False,1905.0,,,FI-0970-0874,,
FI-0970-0491_cls1_0,GARE D'EPERNAY A,1912-08-17T23:35,MARNE,False,,date stamp,good,False,1912.0,8.0,17.0,FI-0970-0491,Marne,Épernay
FI-0970-0881_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0881,,
FI-0970-0492_cls1_0,GARE D'EPERNAY,1912-08-01T23:35,MARNE,False,,date stamp,good,False,1912.0,8.0,1.0,FI-0970-0492,Marne,Épernay
FI-0970-0883_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0883,,
FI-0970-0883_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0883,,
FI-0970-0502_cls1_0,EPERNAY,XXXX-XX-09TXX:XX,MARNE,False,,date stamp,poor,True,,,9.0,FI-0970-0502,Marne,Épernay
FI-0970-0515_cls1_0,VERDUN,XXXX-XX-XXTXX:XX,MEUSE,False,,date stamp,poor,False,,,,FI-0970-0515,Meuse,Verdun
FI-0970-0885_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0885,,
FI-0970-0891_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0891,,
FI-0970-0517_cls1_0,,1904-XX-2XT09:XX,MARNE,False,,date stamp,poor,True,1904.0,,,FI-0970-0517,,
FI-0970-0523_cls1_0,GARE D'EPERNAY,1907-12-13TXX:XX,MARNE,False,1E,date stamp,mediocre,False,1907.0,12.0,13.0,FI-0970-0523,Marne,Épernay
FI-0970-0893_cls1_0,,1905-10-25TXX:XX,,False,,date stamp,poor,False,1905.0,10.0,25.0,FI-0970-0893,,
FI-0970-0893_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0893,,
FI-0970-0524_cls1_0,EPERNAY,1907-08-05T22:30,MARNE,False,,date stamp,good,True,1907.0,8.0,5.0,FI-0970-0524,Marne,Épernay
FI-0970-0526_cls1_0,EPERNAY,1911-04-26T10:25,MARNE,False,,date stamp,mediocre,True,1911.0,4.0,26.0,FI-0970-0526,Marne,Épernay
FI-0970-0893_cls1_2,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-0893,,
FI-0970-0959_cls1_0,,1905-07-XXTXX:XX,,False,,date stamp,mediocre,True,1905.0,7.0,,FI-0970-0959,,
FI-0970-0534_cls1_0,,1911-08-24T07:55,MARNE,False,,date stamp,mediocre,True,1911.0,8.0,24.0,FI-0970-0534,,
FI-0970-0964_cls1_0,NANCY-GARE,1916-02-30TXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,1916.0,2.0,30.0,FI-0970-0964,Meurthe-et-Moselle,
FI-0970-0966_cls1_0,,XXXX-08-24TXX:XX,,False,21E,date stamp,poor,False,,8.0,24.0,FI-0970-0966,,
FI-0970-0560_cls1_0,PARIS 83,1905-06-XXTXX:XX,PARIS,True,,date stamp,mediocre,False,1905.0,6.0,,FI-0970-0560,Paris,Paris
FI-0970-1026_cls1_0,,XXXX-XX-XXTXX:XX,,False,,conveyor line stamp,poor,False,,,,FI-0970-1026,,
FI-0970-1047_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,True,,,,FI-0970-1047,,
FI-0970-1047_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,True,,,,FI-0970-1047,,
FI-0970-1071_cls1_0,,XXXX-07-24TXX:15,,False,,date stamp,mediocre,False,,7.0,24.0,FI-0970-1071,,
FI-0970-1077_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,True,,,,FI-0970-1077,,
FI-0970-1082_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,True,,,,FI-0970-1082,,
FI-0970-1091_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1091,,
FI-0970-1097_cls1_0,,1905-XX-04T13:5X,,False,,date stamp,mediocre,True,1905.0,,4.0,FI-0970-1097,,
FI-0970-1099_cls1_1,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,True,,,,FI-0970-1099,,
FI-0970-1099_cls1_2,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,True,,,,FI-0970-1099,,
FI-0970-1100_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1100,,
FI-0970-1107_cls1_0,,XXXX-09-XXTXX:XX,,False,,date stamp,poor,False,,9.0,,FI-0970-1107,,
FI-0970-1109_cls1_0,,XXXX-XX-10T12:XX,,False,,date stamp,poor,True,,,10.0,FI-0970-1109,,
FI-0970-1110_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,True,,,,FI-0970-1110,,
FI-0970-1110_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,True,,,,FI-0970-1110,,
FI-0970-1110_cls1_2,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1110,,
FI-0970-0594_cls1_0,NANCY,1908-XX-23T18:XX,MEURTHE-ET-MOSELLE,False,,date stamp,mediocre,True,1908.0,,23.0,FI-0970-0594,Meurthe-et-Moselle,Nancy
FI-0970-1111_cls1_0,,XXXX-10-12T13:45,,False,,date stamp,mediocre,True,,10.0,12.0,FI-0970-1111,,
FI-0970-1115_cls1_1,,1926-XX-1XTXX:XX,,False,,date stamp,poor,True,1926.0,,,FI-0970-1115,,
FI-0970-1122_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1122,,
FI-0970-1164_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,True,,,,FI-0970-1164,,
FI-0970-1164_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1164,,
FI-0970-1169_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1169,,
FI-0970-0618_cls1_0,,1927-11-05T11:25,MARNE,False,,date stamp,mediocre,False,1927.0,11.0,5.0,FI-0970-0618,,
FI-0970-1180_cls1_1,,XXXX-XX-15T15:XX,,False,,date stamp,poor,False,,,15.0,FI-0970-1180,,
FI-0970-1180_cls1_2,LE PUY EN VELAY,191X-08-XXT15:15,HLE LOIRE,False,,date stamp,mediocre,True,,8.0,,FI-0970-1180,Haute-Loire,
FI-0970-1180_cls1_3,NANGIS A PROVINS,XXXX-XX-15T15:1X,,False,,conveyor line stamp,mediocre,False,,,15.0,FI-0970-1180,,
FI-0970-1180_cls1_4,CHALONS S/ MARNE A VITRY LEBLANC,XXXX-08-XXT15:15,,False,,conveyor line stamp,poor,False,,8.0,,FI-0970-1180,,
FI-0970-0626_cls1_0,,1911-09-22T21:25,MANCHE,False,,date stamp,mediocre,False,1911.0,9.0,22.0,FI-0970-0626,,
FI-0970-1206_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1206,,
FI-0970-1230_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1230,,
FI-0970-1244_cls1_1,,1908-08-XXTXX:XX,,False,5,date stamp,poor,False,1908.0,8.0,,FI-0970-1244,,
FI-0970-1247_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1247,,
FI-0970-1269_cls1_0,,1913-XX-12T13:20,,False,,date stamp,poor,False,1913.0,,12.0,FI-0970-1269,,
FI-0970-1284_cls1_0,LUNEVILLE A,XXXX-XX-07TXX:XX,,False,,conveyor line stamp,mediocre,True,,,7.0,FI-0970-1284,Meurthe-et-Moselle,
FI-0970-0639_cls1_0,CHALONS S/ MARNE,1924-11-05TXX:XX,MARNE,False,,date stamp,mediocre,False,1924.0,11.0,5.0,FI-0970-0639,Marne,Châtillon-sur-Marne
FI-0970-1305_cls1_0,,1910-07-03T14:20,MTHE ET MLLE,False,,date stamp,mediocre,True,1910.0,7.0,3.0,FI-0970-1305,,
FI-0970-1305_cls1_1,,XXXX-07-XXTXX:XX,MTHE ET MLLE,False,,,poor,True,,7.0,,FI-0970-1305,,
FI-0970-0639_cls1_1,BAINS-LES-BAINS,1924-XX-05TXX:XX,VOSGES,False,5E,date stamp,mediocre,False,1924.0,,5.0,FI-0970-0639,,
FI-0970-1311_cls1_0,NANCY GARE,XXXX-12-06T22:20,MTHE ET MLLE,False,,date stamp,mediocre,True,,12.0,6.0,FI-0970-1311,Meurthe-et-Moselle,
FI-0970-1316_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1316,,
FI-0970-1322_cls1_0,,1915-08-13T10:15,,False,,date stamp,mediocre,False,1915.0,8.0,13.0,FI-0970-1322,,
FI-0970-1341_cls1_0,GERARDMER A LAVELINE,1905-04-12TXX:XX,,False,9E,conveyor line stamp,mediocre,False,1905.0,4.0,12.0,FI-0970-1341,,
FI-0970-0681_cls1_0,METZ-R LAFAYETTE,1920-08-16T22:XX,MOSELLE,False,,date stamp,mediocre,True,1920.0,8.0,16.0,FI-0970-0681,,
FI-0970-1355_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1355,,
FI-0970-1357_cls1_0,NANCY,190X-02-01T15:55,MTHE ET MLLE,False,,date stamp,good,True,,2.0,1.0,FI-0970-1357,Meurthe-et-Moselle,
FI-0970-0720_cls1_0,-S-MARNE,1908-08-23T17:55,MARNE,False,,date stamp,poor,True,1908.0,8.0,23.0,FI-0970-0720,,
FI-0970-0721_cls1_0,CHALONS S/ MARNE-GARE,1912-04-07T22:50,MARNE,False,,date stamp,good,True,1912.0,4.0,7.0,FI-0970-0721,Marne,Châtillon-sur-Marne
FI-0970-1358_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1358,,
FI-0970-0724_cls1_0,CHALONS S/ MARNE,1914-09-27TXX:XX,MARNE,True,,date stamp,good,True,1914.0,9.0,27.0,FI-0970-0724,Marne,Châtillon-sur-Marne
FI-0970-1365_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1365,,
FI-0970-1369_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1369,,
FI-0970-1369_cls1_1,,XXXX-XX-02T07:XX,,False,,date stamp,poor,False,,,2.0,FI-0970-1369,,
FI-0970-1376_cls1_0,LUXEUIL,1910-XX-02T11:XX,HNE,False,,date stamp,mediocre,False,1910.0,,2.0,FI-0970-1376,Aube,
FI-0970-0732_cls1_0,FREYMING,1945-03-02TXX:XX,MOSELLE,False,19E,date stamp,mediocre,False,1945.0,3.0,2.0,FI-0970-0732,,
FI-0970-1377_cls1_0,,1918-07-14T12:XX,,False,1°,date stamp,mediocre,False,1918.0,7.0,14.0,FI-0970-1377,,
FI-0970-1382_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1382,,
FI-0970-0735_cls1_0,CHALONS S/ MARNE,1909-08-31T22:5X,MARNE,False,,date stamp,good,True,1909.0,8.0,31.0,FI-0970-0735,Marne,Châtillon-sur-Marne
FI-0970-1383_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1383,,
FI-0970-1389_cls1_1,NANCY-GARE A GERARDMER,1910-04-14T12:XX,MTHE-ET-MLLE,False,6E,conveyor line stamp,mediocre,False,1910.0,4.0,14.0,FI-0970-1389,,
FI-0970-0737_cls1_0,CHALONS-S-MARNE,1910-01-04T17:55,MARNE,False,,date stamp,mediocre,True,1910.0,1.0,4.0,FI-0970-0737,Marne,Châtillon-sur-Marne
FI-0970-0739_cls1_0,CHALONS-S-MARNE,1904-05-30T10:XX,MARNE,True,,date stamp,mediocre,True,1904.0,5.0,30.0,FI-0970-0739,Marne,Châtillon-sur-Marne
FI-0970-1402_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1402,,
FI-0970-1403_cls1_0,VILLIERS-S-MARNE,1908-12-25TXX:XX,S-MARNE,False,1E,date stamp,mediocre,False,1908.0,12.0,25.0,FI-0970-1403,Val-de-Marne,
FI-0970-0741_cls1_0,CHALONS-S-MARNE,1910-XX-05TXX:XX,MARNE,False,4E,date stamp,poor,False,1910.0,,5.0,FI-0970-0741,Marne,Châtillon-sur-Marne
FI-0970-0747_cls1_0,CHALONS S/ MARNE,1906-08-02T09:10,MARNE,False,,date stamp,mediocre,False,1906.0,8.0,2.0,FI-0970-0747,Marne,Châtillon-sur-Marne
FI-0970-1412_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1412,,
FI-0970-1423_cls1_0,PONT A MOUSSON,XXXX-XX-XXTXX:XX,MTHE ET MLLE,False,,date stamp,poor,False,,,,FI-0970-1423,Meurthe-et-Moselle,
FI-0970-0748_cls1_0,TROYES,1905-08-30T20:50,AUBE,False,,date stamp,mediocre,False,1905.0,8.0,30.0,FI-0970-0748,Aube,Troyes
FI-0970-0750_cls1_0,GARE DE CHALONS-,1908-04-17TXX:XX,MARNE,False,6E,date stamp,mediocre,True,1908.0,4.0,17.0,FI-0970-0750,,
FI-0970-1428_cls1_0,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-1428,,
FI-0970-1430_cls1_0,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-1430,,
FI-0970-1438_cls1_0,,1907-05-08T15:10,,False,,date stamp,poor,False,1907.0,5.0,8.0,FI-0970-1438,,
FI-0970-1446_cls1_0,,1936-XX-04T13:XX,,True,,date stamp,poor,False,1936.0,,4.0,FI-0970-1446,,
FI-0970-0754_cls1_0,,1910-08-23T30:X5,MARNE,False,,date stamp,mediocre,False,1910.0,8.0,23.0,FI-0970-0754,,
FI-0970-0760_cls1_0,-GARE,1910-02-21TXX:55,MARNE,False,,date stamp,good,True,1910.0,2.0,21.0,FI-0970-0760,,
FI-0970-1447_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1447,,
FI-0970-1450_cls1_0,NANCY,1927-09-20TXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,1927.0,9.0,20.0,FI-0970-1450,Meurthe-et-Moselle,
FI-0970-1496_cls1_0,,1905-XX-29TXX:XX,,False,,date stamp,poor,False,1905.0,,29.0,FI-0970-1496,,
FI-0970-0762_cls1_0,CHALONS S/ MARNE GARE,1913-05-19T18:15,MARNE,False,,date stamp,good,True,1913.0,5.0,19.0,FI-0970-0762,Marne,Châtillon-sur-Marne
FI-0970-1497_cls1_0,,1918-05-XXTXX:XX,,False,,date stamp,poor,False,1918.0,5.0,,FI-0970-1497,,
FI-0970-1500_cls1_0,STELINE,1909-XX-19TX9:XX,,True,,date stamp,poor,False,1909.0,,19.0,FI-0970-1500,Deux-Sèvres,
FI-0970-0768_cls1_0,CHALON/LEGRAND,1907-04-13T18:XX,MARNE,False,,date stamp,mediocre,False,1907.0,4.0,13.0,FI-0970-0768,,
FI-0970-1506_cls1_0,,1918-03-01TXX:XX,,False,,date stamp,poor,False,1918.0,3.0,1.0,FI-0970-1506,,
FI-0970-0769_cls1_0,CHALONS-S-MARNE,1908-11-05T09:35,MARNE,False,,date stamp,good,True,1908.0,11.0,5.0,FI-0970-0769,Marne,Châtillon-sur-Marne
FI-0970-1509_cls1_0,SOMMET DU BALLON D'ALSACE,1924-08-25TXX:XX,,True,,date stamp,mediocre,False,1924.0,8.0,25.0,FI-0970-1509,,
FI-0970-1512_cls1_0,TOUL,1905-07-03T22:30,MTHE ET MLLE,False,,date stamp,mediocre,False,1905.0,7.0,3.0,FI-0970-1512,Meurthe-et-Moselle,
FI-0970-0771_cls1_0,CHALONS S/ MARNE GARE,1914-08-21T22:50,MARNE,False,,date stamp,good,True,1914.0,8.0,21.0,FI-0970-0771,Marne,Châtillon-sur-Marne
FI-0970-1528_cls1_0,,1905-08-14TXX:XX,,False,,date stamp,poor,False,1905.0,8.0,14.0,FI-0970-1528,,
FI-0970-0774_cls1_0,CHALONS-S-MARNE,1910-05-19T14:XX,MARNE,True,,date stamp,mediocre,True,1910.0,5.0,19.0,FI-0970-0774,Marne,Châtillon-sur-Marne
FI-0970-1532_cls1_0,BLAMONT,190X-XX-29TXX:XX,MTHE ET MLLE,False,5E,date stamp,mediocre,False,,,29.0,FI-0970-1532,,
FI-0970-0775_cls1_0,CHALONS-S-MARNE,1910-05-29T14:XX,MARNE,True,,date stamp,mediocre,True,1910.0,5.0,29.0,FI-0970-0775,Marne,Châtillon-sur-Marne
FI-0970-0777_cls1_0,CHALONS-S-MARNE,190X-06-X5T17:55,MARNE,False,,date stamp,mediocre,True,,6.0,,FI-0970-0777,Marne,Châtillon-sur-Marne
FI-0970-1537_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1537,,
FI-0970-0778_cls1_0,,XXXX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,False,,,,FI-0970-0778,,
FI-0970-1546_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1546,,
FI-0970-1554_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1554,,
FI-0970-1555_cls1_0,,1913-01-28TXX:XX,,False,,date stamp,mediocre,False,1913.0,1.0,28.0,FI-0970-1555,,
FI-0970-0780_cls1_0,S/ MARNE-GARE,XXXX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,True,,,,FI-0970-0780,,
FI-0970-0781_cls1_0,S/ MARNE-GARE,1911-11-X2TX5:50,MARNE,False,,date stamp,mediocre,True,1911.0,11.0,,FI-0970-0781,,
FI-0970-1560_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1560,,
FI-0970-1571_cls1_0,,1920-XX-XXT08:XX,ALSACE,True,,date stamp,poor,False,1920.0,,,FI-0970-1571,,
FI-0970-0787_cls1_0,CHALONS-S-MARNE,1905-03-31T11:XX,MARNE,True,,date stamp,mediocre,False,1905.0,3.0,31.0,FI-0970-0787,Marne,Châtillon-sur-Marne
FI-0970-0789_cls1_0,CHALONS-S-MARNE,1907-01-1XT10:XX,MARNE,True,,date stamp,mediocre,True,1907.0,1.0,,FI-0970-0789,Marne,Châtillon-sur-Marne
FI-0970-1574_cls1_0,NANCY,1905-04-XXTXX:20,MTHE ET MLLE,False,,date stamp,poor,False,1905.0,4.0,,FI-0970-1574,Meurthe-et-Moselle,
FI-0970-1584_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1584,,
FI-0970-0792_cls1_0,CHALONS S/ MARNE-GARE,1911-09-21T22:50,MARNE,False,,date stamp,good,True,1911.0,9.0,21.0,FI-0970-0792,Marne,Châtillon-sur-Marne
FI-0970-1585_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1585,,
FI-0970-1588_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1588,,
FI-0970-0795_cls1_0,REIMS,1923-10-01T20:XX,MARNE,False,,date stamp,mediocre,False,1923.0,10.0,1.0,FI-0970-0795,Marne,Reims
FI-0970-0796_cls1_0,CHALONS S MARNE,1906-1X-30TXX:XX,MARNE,True,,date stamp,mediocre,True,1906.0,,30.0,FI-0970-0796,Marne,Châtillon-sur-Marne
FI-0970-1588_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1588,,
FI-0970-1588_cls1_2,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1588,,
FI-0970-0802_cls1_0,CHALONS-S-MARNE,1906-08-29TXX:XX,MARNE,False,,date stamp,good,True,1906.0,8.0,29.0,FI-0970-0802,Marne,Châtillon-sur-Marne
FI-0970-1593_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1593,,
FI-0970-1594_cls1_0,,1907-09-12T11:25,,False,,date stamp,mediocre,False,1907.0,9.0,12.0,FI-0970-1594,,
FI-0970-0806_cls1_0,TROYES,1926-06-27T21:45,AUBE,False,,date stamp,mediocre,False,1926.0,6.0,27.0,FI-0970-0806,Aube,Troyes
FI-0970-1595_cls1_0,EPARGNES,1927-08-30TXX:XX,CHARENTE INFRIEUR,False,1E,date stamp,mediocre,False,1927.0,8.0,30.0,FI-0970-1595,Charente-Maritime,
FI-0970-0808_cls1_0,CHALONS S/ MARNE,1913-10-31T10:25,MARNE,False,,date stamp,good,True,1913.0,10.0,31.0,FI-0970-0808,Marne,Châtillon-sur-Marne
FI-0970-1609_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1609,,
FI-0970-0812_cls1_0,CHALONS S/ MARNE,1905-10-07T14:10,MARNE,False,,date stamp,mediocre,True,1905.0,10.0,7.0,FI-0970-0812,Marne,Châtillon-sur-Marne
FI-0970-1614_cls1_0,,XXXX-XX-XXTXX:XX,,False,,hexagonal date stamp,poor,False,,,,FI-0970-1614,,
FI-0970-1620_cls1_0,LOUVRES,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1620,Val-d'Oise,
FI-0970-1626_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1626,,
FI-0970-1634_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1634,,
FI-0970-1642_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1642,,
FI-0970-0817_cls1_0,CHALONS S/ MARNE,XXXX-07-XXT20:30,MARNE,False,,date stamp,poor,False,,7.0,,FI-0970-0817,Marne,Châtillon-sur-Marne
FI-0970-1651_cls1_0,PARIS BANLIEUE,1921-03-18T7:16,,False,,date stamp,mediocre,False,1921.0,3.0,18.0,FI-0970-1651,Paris,
FI-0970-0818_cls1_0,CHALONS-S-MARNE,1905-09-29T17:55,MARNE,False,,date stamp,good,True,1905.0,9.0,29.0,FI-0970-0818,Marne,Châtillon-sur-Marne
FI-0970-1662_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1662,,
FI-0970-1664_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1664,,
FI-0970-1664_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1664,,
FI-0970-0824_cls1_0,CHALONS-S-MARNE,1906-01-23T22:XX,MARNE,True,,date stamp,good,True,1906.0,1.0,23.0,FI-0970-0824,Marne,Châtillon-sur-Marne
FI-0970-1666_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1666,,
FI-0970-1670_cls1_0,GARE D'EPINAL,1926-XX-18TXX:XX,,False,,date stamp,mediocre,False,1926.0,,18.0,FI-0970-1670,Vosges,
FI-0970-1674_cls1_0,ST FLORENT SUR CHER A ISSOUDUN,1911-XX-29T11:55,,False,,conveyor line stamp,mediocre,False,1911.0,,29.0,FI-0970-1674,,
FI-0970-1677_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1677,,
FI-0970-0833_cls1_0,VANAULT-LES-DAMES,1907-XX-1XT15:XX,MARNE,True,,date stamp,mediocre,True,1907.0,,,FI-0970-0833,Marne,Vanault-les-Dames
FI-0970-1684_cls1_0,,XXXX-XX-07TXX:XX,,False,5E,date stamp,poor,False,,,7.0,FI-0970-1684,,
FI-0970-1695_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1695,,
FI-0970-0833_cls1_1,VANAULT-LES-DAMES,1907-XX-1XT15:XX,MARNE,True,,date stamp,mediocre,True,1907.0,,,FI-0970-0833,Marne,Vanault-les-Dames
FI-0970-1703_cls1_0,PARIS,XXXX-XX-XXTXX:XX,SEINE,False,,date stamp,poor,False,,,,FI-0970-1703,Paris,
FI-0970-0840_cls1_0,CHALONS S/ MARNE,1913-12-01T13:55,MARNE,False,,date stamp,good,True,1913.0,12.0,1.0,FI-0970-0840,Marne,Châtillon-sur-Marne
FI-0970-1708_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1708,,
FI-0970-1716_cls1_0,OLIVETTE-LA GARENNE,XXXX-XX-XXTXX:XX,SEINE,False,,date stamp,poor,False,,,,FI-0970-1716,,
